id,type,gender,skin tone,count,accessories
5055,Turtle,Female,2003 Talena,6,Black Lipstick / Straight Hair / Regular Shades / Earring / Fluffy Cub Hoodie / Left Smile
5057,Turtle,Male,OG Promo Donatello,6,Chinstrap / Classic Shades / Earring / Shaved Head / Mole / Turtleman
5058,Turtle,Male,Mirage Leonardo,4,Stringy Hair / Small Shades / Hoodie / Nullcore
5060,Turtle,Female,2003 Talena,5,Green Eye Shadow / Purple Lipstick / Earring / Straight Hair Dark / Witch
5061,Turtle,Male,Rise Of The Tmnt Albrecht,4,Frumpy Hair / Big Beard / Smile / Full Smile
5063,Turtle,Male,IDW Donatello,5,Front Beard Dark / Nerd Glasses / Shaved Head / Turtleman / Power Surge Dreamcoil
5064,Turtle,Female,2021 Venus,3,Straight Hair / Eye Mask / Cigarette
5067,Turtle,Female,2012 Talena,3,Red Mohawk / Classic Shades / Earring
5068,Turtle,Female,Rise of the TMNT Talena,3,Messy Hair / Welding Goggles / Earring
5069,Turtle,Female,Og Promo Azuria,3,Green Eye Shadow / Straight Hair Dark / Fluffy Cub Hoodie
5070,Turtle,Male,2003 Leonardo,7,Snowman / Cap Forward / Regular Shades / Mole / Clown Hair Green / Stringy Hair / Gold Chain
5072,Turtle,Male,Rise Of The Tmnt Michaelangelo,4,Horned Rim Glasses / Knitted Cap / Smile / Pizza
5073,Turtle,Female,2012 Solina,5,Hot Lipstick / Classic Shades / Mohawk Dark / Open Mouth Full Teeth / Fluffy Cub Hoodie
5079,Turtle,Female,Og Promo Solina,5,Pipe / Messy Hair / Clown Eyes Green / Hot Lipstick / Snowoman
5082,Turtle,Female,Og Promo Zamira,4,Blonde Short / Eye Patch / Hot Lipstick / Night Elf
5083,Turtle,Female,Idw Jennika,4,Pink With Hat / Clown Eyes Green / Earring / Cigarette
5085,Turtle,Female,2021 Jennika,5,Purple Lipstick / Earring / Mohawk Dark / Ghost / Fire Breathing Blue
5088,Turtle,Male,2003 Ethscript,3,Earring / Knitted Cap / Regular Shades
5089,Turtle,Male,2021 Hans,3,Muttonchops / Card Master / Regular Shades
5090,Turtle,Male,2012 Hans,4,Stringy Hair / Goat / Eye Patch / Divided Soul
5091,Turtle,Male,Mirage Raphael,2,Wild Hair / Nerd Glasses
5093,Turtle,Male,1987 Leonardo,5,Cap / Rosy Cheeks / 3D Glasses / Mullet / Lunarc
5096,Turtle,Female,Mirage Selene,5,Pipe / Clown Eyes Green / Hot Lipstick / Blonde Bob / Snowoman
5098,Turtle,Male,Mirage Donatello,5,Frumpy Hair / Frown / Front Beard Dark / Pizza / Viking
5100,Turtle,Male,2021 Albrecht,4,Clown Nose / Mohawk Thin / Earring / Moggles
5102,Turtle,Female,Mirage Azuria,1,Overwatch Dva
5104,Turtle,Male,2021 Raphael,1,Golden Frieza
5106,Turtle,Female,2021 Lymera,5,Mole / Hot Lipstick / Classic Shades / Mohawk Dark / Night Elf
5107,Turtle,Male,Batman Leonardo,6,Gold Chain / Muttonchops / Wild Hair / Horned Rim Glasses / Smile / Prismek
5110,Turtle,Male,2012 Albrecht,4,Earring / Nerd Glasses / Goat / Crazy Hair
5111,Turtle,Male,2003 Raphael,4,Eye Mask / Normal Beard / Cowboy Hat / Eyes Forward
5118,Turtle,Female,2021 Solina,4,Black Lipstick / Medical Mask / Pigtails / Earring
5119,Turtle,Male,Rise of the TMNT Donatello,2,Peak Spike / Nerd Glasses
5122,Turtle,Male,2012 Raphael,2,Front Beard / Badge Collector
5127,Turtle,Male,2003 Michaelangelo,4,Cigarette / Peak Spike / Big Shades / Chinstrap
5133,Turtle,Male,1987 Leonardo,4,Big Shades / Earring / Normal Beard / Mohawk Dark
5134,Turtle,Female,2003 Talena,2,Black Lipstick / Scottish Fold Kigurumi Hoodie
5135,Turtle,Female,2003 Amoly,4,Pipe / Blue Eye Shadow / Wild White Hair / Black Lipstick
5136,Turtle,Male,2012 Leonardo,3,Badge Collector / 3D Glasses / Smile
5137,Turtle,Female,2003 Jennika,4,Mole / Red Mohawk / Purple Lipstick / Scottish Fold Kigurumi Hoodie
5139,Turtle,Female,2003 Larota,1,Overwatch Sombra
5141,Turtle,Male,Batman Guido,2,Cap / Mustache
5144,Turtle,Male,2003 Filippo,5,Stringy Hair / Cigarette / Clown Nose / Eye Mask / Eyes Forward
5148,Turtle,Male,2021 Michaelangelo,4,Eye Mask / Hoodie / Normal Beard / Wizard
5150,Turtle,Male,2021 Hans,11,Cigarette / Bandana / Clown Eyes Blue / Clown Face Purple / Clown Hair Green / Clown Nose / Silver Chain / Earring / Mole / Smile / Spots
5154,Turtle,Female,2012 Amoly,4,Half Shaved / Purple Lipstick / Earring / Clown Eyes Blue
5155,Turtle,Male,2021 Albrecht,4,Card Master / Normal Beard / Regular Shades / Vomit Rainbow
5162,Turtle,Male,2021 Albrecht,4,Purple Hair / Nerd Glasses / Warrior Beard / Headband
5168,Turtle,Female,Mirage Talena,3,Orange Side / Purple Lipstick / Witch
5170,Turtle,Male,2003 Tiziano,3,Big Shades / Fedora / Earring
5171,Turtle,Female,Mirage Venus,3,Earring / Bubblegum / Tiger Hat Pink
5172,Turtle,Female,Batman Venus,3,Blue Eye Shadow / Straight Hair / Alienate
5174,Turtle,Male,Rise Of The Tmnt Leonardo,7,Frumpy Hair / Shadow Beard / Earring / Spirit / Shades / Bubblegum / Silver Crown
5176,Turtle,Male,IDW Donatello,5,Frown / Big Shades / Earring / Mohawk / Power Surge Dreamcoil
5177,Turtle,Female,Og Promo Lymera,3,Clown Eyes Green / Straight Hair Blonde / Hot Lipstick
5182,Turtle,Male,1987 Donatello,5,Police Cap / Earring / Small Shades / Mole / Purple Hair
5188,Turtle,Male,2021 Raphael,1,Gravity Falls Dipper
5190,Turtle,Female,Rise of the TMNT Talena,3,Clown Eyes Green / Pigtails / Mummy
5192,Turtle,Male,2003 Leonardo,3,Card Master / Earring / Nerd Glasses
5195,Turtle,Female,Batman Venus,4,Pipe / Bandana / Hot Lipstick / Night Elf
5197,Turtle,Male,Og Promo Michaelangelo,4,Clown Nose / Luxurious Beard / Ghost / Dual Beam
5200,Turtle,Male,OG Promo Michaelangelo,3,Mohawk / Eye Patch / Blue
5201,Turtle,Male,Idw Raphael,4,Frumpy Hair / Eye Mask / Pipe / Miner
5202,Turtle,Female,2021 Solina,1,Overwatch Symmetra
5205,Turtle,Male,2012 Raphael,2,Frown / Police Cap
5206,Turtle,Male,2012 Donatello,5,Normal Beard Black / Shaved Head / Regular Shades / Turtleman / Bo Staff Gold
5212,Turtle,Female,Idw Jennika,4,Clown Eyes Green / Purple Lipstick / Blonde Bob / Wtiara
5215,Turtle,Male,2021 Donatello,5,Crazy Hair / Regular Shades / Brkcrown / Earring / Gold Chain
5216,Turtle,Male,IDW Michaelangelo,4,Normal Beard Black / Cap / Smile / Power Surge Solarwake
5218,Turtle,Male,OG Promo Donatello,4,Hoodie / Shadow Beard / Classic Shades / Wizard
5220,Turtle,Male,2021 Albrecht,3,Front Beard / Bandana / Earring
5222,Turtle,Female,2012 Zamira,4,Mole / Black Lipstick / Mohawk Dark / Pit Vipers
5223,Turtle,Male,Idw Filippo,4,Classic Shades / Headband / Big Beard / Pizza
5227,Turtle,Male,Og Promo Ethscript,1,Gravity Falls Grunkle Stan
5230,Turtle,Male,2021 Leonardo,3,Beanie / Shadow Beard / Xenith
5233,Turtle,Male,2021 Albrecht,5,Cigarette / Knitted Cap / Smile / Bionocles / Blue Turtle Hoodie
5235,Turtle,Male,Batman Donatello,4,Clown Nose / Silver Chain / Cowboy Hat / Eye Mask
5237,Turtle,Male,2003 Donatello,3,Peak Spike / Classic Shades / Smile
5238,Turtle,Male,2012 Donatello,4,Messy Hair / Classic Shades / Smile / Samurai
5239,Turtle,Male,1987 Leonardo,3,Handlebars / Clown Hair Green / Police Cap
5241,Turtle,Male,IDW Leonardo,6,Shadow Beard / Silver Chain / Horned Rim Glasses / Do-rag / Synthleaf / Power Surge Cyrospike
5246,Turtle,Male,Batman Leonardo,3,Gold Chain / Fedora / Ironturtle
5247,Turtle,Male,Rise of the TMNT Michaelangelo,5,Chinstrap / Horned Rim Glasses / Mohawk / Cyrith / Pizza
5248,Turtle,Female,2003 Lymera,4,Mohawk / Green Eye Shadow / Earring / Eye Mask
5257,Turtle,Male,Batman Albrecht,4,Handlebars / Vape / Regular Shades / Mohawk Dark
5258,Turtle,Male,Idw Raphael,4,Clown Eyes Blue / Headband / Clown Face Purple / Thunder Mouse Hoodie
5260,Turtle,Male,2012 Guido,5,Gold Chain / Shaved Head / Clown Eyes Green / Honorable Bull / Clown Face Red
5261,Turtle,Male,1987 Donatello,7,Gold Chain / Earring / Horned Rim Glasses / Crazy Hair / Smile / Solflare / Full Smile
5262,Turtle,Male,2012 Michaelangelo,2,Muttonchops / Rainbow
5268,Turtle,Male,OG Promo Michaelangelo,4,Front Beard / Bandana / Horned Rim Glasses / Elipsa
5269,Turtle,Male,2021 Guido,4,Chinstrap / Knitted Cap / Small Shades / Open Mouth Full Teeth
5274,Turtle,Male,2012 Giorgione,4,Buck Teeth / Muttonchops / Shaved Head / Neme
5277,Turtle,Female,Batman Larota,3,Eye Mask / Clown Hair Green / Hot Lipstick
5280,Turtle,Male,1987 Tiziano,4,Cigarette / Muttonchops / Wild Hair / Nerd Glasses
5282,Turtle,Female,2012 Larota,5,Straight Hair Blonde / Earring / 3D Glasses / Orc / Fire Breathing Purple
5285,Turtle,Female,2012 Venus,4,Cap / Hot Lipstick / Regular Shades / Rose
5286,Turtle,Male,Mirage Donatello,4,Shadow Beard / Earring / Shaved Head / Small Shades
5288,Turtle,Male,1987 Raphael,4,Purple Hair / Horned Rim Glasses / Prismek / Viking
5289,Turtle,Male,2003 Albrecht,4,Hoodie / Handlebars / Lava / Blue Saber
5292,Turtle,Male,IDW Raphael,7,Frumpy Hair / Clown Eyes Blue / Buck Teeth / Smile / Viking / Dual Orange / Power Surge Fire
5293,Turtle,Female,Batman Jennika,4,Mole / Frumpy Hair / Purple Lipstick / Rainbow
5310,Turtle,Female,2012 Larota,4,Hot Lipstick / Wild Blonde / Earring / Catwoman
5313,Turtle,Male,Idw Michaelangelo,4,Chinstrap / Fedora / Pipe / Mole
5315,Turtle,Male,2003 Tiziano,3,Messy Hair / Horned Rim Glasses / Pizza
5318,Turtle,Male,Batman Raphael,6,Mustache / Cowboy Hat / M Cowboy Hat Gold / 24Kgold / Earring / Gold Chain
5319,Turtle,Male,2021 Michaelangelo,4,Peak Spike / Big Shades / Mustache / Fire Breathing Red
5320,Turtle,Male,Rise Of The Tmnt Giorgione,4,Eye Mask / Silver Chain / Fedora / Earring
5326,Turtle,Female,Batman Venus,3,Pigtails / Eye Patch / Blue
5327,Turtle,Male,Batman Ethscript,5,Stringy Hair / Nerd Glasses / Rosy Cheeks / Mummy / Battle God
5328,Turtle,Male,2021 Albrecht,4,Bandana / Earring / 3D Glasses / Purple Hair
5329,Turtle,Male,2003 Albrecht,1,Grifter Blue
5332,Turtle,Female,Mirage Solina,1,Overwatch Widowmaker
5334,Turtle,Male,Idw Giorgione,5,Card Master / Earring / Goat / Mole / Eye Mask
5338,Turtle,Male,OG Promo Donatello,2,Vampire Hair / Goat
5341,Turtle,Male,2003 Hans,3,Normal Beard Black / Cap / Horned Rim Glasses
5344,Turtle,Male,Batman Filippo,3,Buck Teeth / Earring / Plant Bulb Hoodie
5347,Turtle,Female,2021 Amoly,2,Blue Eye Shadow / Wild Blonde
5349,Turtle,Male,2021 Leonardo,4,Eye Mask / Shadow Beard / Mohawk / Fire Breathing Blue
5354,Turtle,Female,2012 Venus,1,Turtle Kaws
5360,Turtle,Male,Og Promo Raphael,1,Naruto
5361,Turtle,Female,Mirage Azuria,2,Blonde Short / 3D Glasses
5365,Turtle,Male,Batman Michaelangelo,5,Peak Spike / Shadow Beard / Horned Rim Glasses / Smile / Smile Tounge Out
5366,Turtle,Male,Batman Ethscript,4,Normal Beard / Mohawk / Eye Mask / Eyes Forward
5369,Turtle,Male,2003 Tiziano,3,Luxurious Beard / Peak Spike / Sci Vr
5371,Turtle,Male,2012 Albrecht,2,Cigarette / Bandana
5374,Turtle,Male,Rise of the TMNT Donatello,2,Front Beard / Wild Hair
5375,Turtle,Male,2012 Raphael,3,Mustache / Clown Hair Green / Police Cap
5380,Turtle,Male,2021 Donatello,3,Mohawk Thin / Front Beard Dark / Nerd Glasses
5386,Turtle,Female,Rise Of The Tmnt Venus,3,Blue Eye Shadow / Wild Blonde / Eye Mask
5388,Turtle,Male,OG Promo Leonardo,4,Vampire Hair / Eye Mask / Normal Beard Black / Pizza
5390,Turtle,Male,1987 Leonardo,3,Handlebars / Mohawk Thin / Big Shades
5392,Turtle,Male,1987 Donatello,4,Frumpy Hair / Eye Mask / Shadow Beard / Viking
5393,Turtle,Male,1987 Michaelangelo,4,Front Beard / Peak Spike / Earring / Small Shades
5395,Turtle,Male,IDW Michaelangelo,3,Mohawk Thin / Small Shades / Smile
5397,Turtle,Male,Mirage Leonardo,4,Shadow Beard / Purple Hair / Viking / Moggles
5399,Turtle,Male,1987 Raphael,3,Handlebars / Do-rag / Sailor Hat
5401,Turtle,Female,Rise Of The Tmnt Azuria,4,Bandana / Purple Lipstick / Rosy Cheeks / Pit Vipers
5402,Turtle,Male,Batman Albrecht,4,Hoodie / Shadow Beard / Clown Eyes Green / Blue Saber
5403,Turtle,Male,1987 Albrecht,6,Shaved Head / Clown Eyes Green / Mythic Helmet / Dagger / Clown Face Red / Clown Nose
5405,Turtle,Female,Rise of the TMNT Amoly,3,Wild Blonde / Clown Eyes Blue / Inout
5408,Turtle,Male,Mirage Albrecht,4,Wild Hair / Eye Patch / Smile / Dagger
5409,Turtle,Female,2021 Solina,3,Green Eye Shadow / Pigtails / Hot Lipstick
5413,Turtle,Female,Idw Amoly,5,Horned Rim Glasses / Blonde Short / Hot Lipstick / Pizza / Dual Beam
5415,Turtle,Male,Idw Tiziano,5,Cigarette / Luxurious Beard / Headband / Regular Shades / Ghost
5418,Turtle,Male,1987 Donatello,5,Mustache / Earring / Nerd Glasses / Shaved Head / Miner
5419,Turtle,Female,IDW Amoly,5,Purple Eye Shadow / Blonde Short / Purple Lipstick / Knitted Cap / Power Surge Rosequasar
5424,Turtle,Male,2021 Raphael,4,Purple Hair / Goat / Small Shades / Miner
5425,Turtle,Male,1987 Leonardo,5,Chinstrap / Cowboy Hat / Smile / M Cowboy Hat Red / Mullet
5426,Turtle,Female,2003 Amoly,4,Blue Eye Shadow / Golden / Yellow Duck / Eye Mask
5427,Turtle,Male,Idw Filippo,3,Cigarette / Cap Forward / Earring
5428,Turtle,Male,Batman Raphael,6,Eye Mask / Mohawk Thin / Mole / C3FF00 / Smile / Full Smile
5430,Turtle,Male,2021 Hans,4,Luxurious Beard / Spots / Earring / Miner
5431,Turtle,Female,Og Promo Jennika,4,Purple Eye Shadow / Straight Hair Blonde / Purple Lipstick / Innout
5436,Turtle,Male,Batman Donatello,4,Muttonchops / Nerd Glasses / Crazy Hair / Bo Staff
5437,Turtle,Male,Idw Leonardo,6,Stringy Hair / Earring / Nerd Glasses / Smile / Gentle Pacifist / Full Smile
5438,Turtle,Female,Og Promo Solina,1,Overwatch Zarya
5442,Turtle,Male,2003 Michaelangelo,4,Clown Eyes Blue / Badge Collector / Clown Face Purple / Nunchaku
5443,Turtle,Male,1987 Tiziano,4,Front Beard / Wild Hair / Mole / Eye Mask
5444,Turtle,Male,1987 Filippo,2,Front Beard / Top Hat
5445,Turtle,Male,2003 Hans,3,Cap / Earring / Eye Patch
5447,Turtle,Male,Mirage Michaelangelo,5,Cap Forward / Earring / Goat / Small Shades / Smile
5448,Turtle,Male,Batman Michaelangelo,2,Shadow Beard / Wild Hair
5449,Turtle,Female,Rise Of The Tmnt Lymera,3,Black Lipstick / Frumpy Hair / Clown Eyes Blue
5455,Turtle,Male,2012 Giorgione,2,Peak Spike / Pipe
5460,Turtle,Male,1987 Giorgione,4,Frown / Earring / Do-rag / Eye Patch
5462,Turtle,Female,IDW Talena,4,Hot Lipstick / Stringy Hair / Earring / Alien
5463,Turtle,Male,Idw Donatello,3,Front Beard Dark / Eye Mask / Eyes Forward
5467,Turtle,Female,Rise of the TMNT Amoly,4,Hot Lipstick / Stringy Hair / Earring / Eye Mask
5469,Turtle,Female,2012 Solina,4,Blue Eye Shadow / Black Lipstick / Stringy Hair / Earring
5472,Turtle,Male,2003 Raphael,2,Mohawk Thin / Nerd Glasses
5481,Turtle,Female,2021 Amoly,3,Mohawk / Purple Lipstick / Clown Eyes Blue
5485,Turtle,Female,IDW Amoly,4,Clown Eyes Green / Purple Lipstick / Mohawk Dark / Rose
5486,Turtle,Male,Og Promo Donatello,6,Hoodie / Muttonchops / Vape / Earring / Eye Patch / Blue Saber
5487,Turtle,Male,Og Promo Tiziano,2,Police Cap / 3D Glasses
5488,Turtle,Male,OG Promo Leonardo,4,Police Cap / Mustache / Eye Patch / Gold
5490,Turtle,Female,Mirage Talena,6,Mole / Hot Lipstick / Half Shaved / VR / Cyron / Beam
5495,Turtle,Male,1987 Leonardo,5,Chinstrap / Fedora / Mole / Smile / Pizza
5496,Turtle,Female,Idw Selene,2,Tassle Hat / Big Shades
5497,Turtle,Female,2021 Solina,1,Paprika
5498,Turtle,Male,2003 Hans,5,Goat / Medical Mask / Do-rag / Eye Mask / Nemes Black
5499,Turtle,Female,2003 Larota,4,Mole / Mohawk Thin / Hot Lipstick / Earring
5500,Turtle,Male,Batman Michaelangelo,6,Stringy Hair / Big Shades / Chinstrap / Medical Mask / Hoodie / Nullcore
5504,Turtle,Male,IDW Leonardo,17,Earring / Do-rag / 3D Glasses / Smile / Vanta / Power Surge Volt / Elipsa / Gold / Silver Chain / Gold Chain / Spots / Mole / Left Smile / Gauntlet / Shadow Beard / C3FF00 / Clown Nose
5506,Turtle,Male,Mirage Leonardo,5,Buck Teeth / Peak Spike / Normal Beard / Eye Mask / Twin Katana
5510,Turtle,Male,Rise of the TMNT Michaelangelo,7,Stringy Hair / Eye Mask / Front Beard Dark / Earring / Smile / Hoodie / Nullcore
5513,Turtle,Female,Rise Of The Tmnt Jennika,4,Pink With Hat / Purple Lipstick / Earring / Cigarette
5514,Turtle,Male,2012 Raphael,3,Cap / Shadow Beard / Bane
5515,Turtle,Female,Idw Zamira,3,Spots / Straight Hair Blonde / Vomit Clear
5517,Turtle,Male,2021 Michaelangelo,3,Mustache / Regular Shades / Shroom Diamond
5518,Turtle,Female,2003 Venus,4,Messy Hair / Purple Eye Shadow / Eye Mask / Blood Elf
5520,Turtle,Male,2012 Filippo,2,Messy Hair / Eye Patch
5521,Turtle,Male,2012 Leonardo,3,Bandana / Eye Patch / Purple
5523,Turtle,Male,2012 Raphael,3,Badge Collector / Big Shades / Gold Grills
5528,Turtle,Male,Mirage Raphael,3,Cap Forward / Spots / Eye Mask
5530,Turtle,Male,Rise Of The Tmnt Giorgione,6,Front Beard / Mohawk Thin / Silver Chain / Ghost / Diamond Grills / Moggles
5536,Turtle,Male,Og Promo Ethscript,5,Shadow Beard / Mohawk / Mole / Shades / Vomit Clear
5537,Turtle,Male,Batman Giorgione,3,Bandana / Normal Beard Black / Clown Eyes Green
5539,Turtle,Male,2012 Michaelangelo,4,Big Shades / Earring / Headband / Astronaut
5545,Turtle,Female,2021 Azuria,5,Vape / Hot Lipstick / Wild Hair / Earring / 3D Glasses
5546,Turtle,Male,2003 Giorgione,4,Wild Hair / VR / Beam / Gold Grills
5551,Turtle,Female,Batman Talena,3,Vape / Wild Blonde / Pit Vipers
5553,Turtle,Female,2021 Jennika,1,Pokemon Team Rocket Jessie
5557,Turtle,Male,1987 Michaelangelo,5,Normal Beard / Shaved Head / Smile / Turtleman / Flareon
5564,Turtle,Female,IDW Amoly,3,Cap / Pipe / Nerd Glasses
5566,Turtle,Female,Rise Of The Tmnt Zamira,4,Black Lipstick / Straight Hair / Classic Shades / Petalburn
5569,Turtle,Male,Batman Michaelangelo,5,Cap / 3D Glasses / Smile / Mullet / Snowman
5570,Turtle,Male,2003 Michaelangelo,4,Frumpy Hair / Big Shades / Mustache / Viking
5574,Turtle,Female,Rise Of The Tmnt Selene,2,Eye Patch / Blonde Bob
5579,Turtle,Male,OG Promo Raphael,6,Messy Hair / Mustache / Samurai / Snowman / Dual Beam / Power Surge Radiation
5580,Turtle,Male,1987 Raphael,4,Earring / Mohawk / Regular Shades / Smile
5581,Turtle,Male,IDW Raphael,14,Bandana / Mustache / Power Surge Fire / Vr / Beam / Shadow Beard / Earring / Muttonchops / Left Smile / C3FF00 / Purple Hair / Stringy Hair / Smile / M Bandana Red
5582,Turtle,Male,Idw Leonardo,6,Muttonchops / Crazy Hair / Smile / Smile Tounge Out / Twin Katana / Pit Vipers
5583,Turtle,Male,2021 Michaelangelo,4,Eye Mask / Top Hat / Big Beard / M Top Hat Red
5585,Turtle,Male,Mirage Raphael,1,Toy Story Woody
5586,Turtle,Male,1987 Albrecht,3,Gold Chain / Classic Shades / Headband
5588,Turtle,Male,2021 Albrecht,3,Knitted Cap / 3D Glasses / Mole
5591,Turtle,Female,Og Promo Selene,1,Ranger Pink
5593,Turtle,Male,Batman Raphael,3,Wild Hair / Horned Rim Glasses / Prismek
5598,Turtle,Male,Batman Michaelangelo,3,Front Beard / Small Shades / Cowboy Hat
5601,Turtle,Female,2021 Jennika,4,Orange Side / Classic Shades / C3FF00 / Crown
5602,Turtle,Male,2021 Tiziano,4,Cigarette / Front Beard / Messy Hair / Eye Mask
5603,Turtle,Male,1987 Tiziano,4,Front Beard Dark / Do-rag / Snowman / Bronze Armor
5605,Turtle,Female,Og Promo Selene,3,Blonde Bob / Nerd Glasses / Crown
5606,Turtle,Male,Rise of the TMNT Leonardo,4,Earring / Nerd Glasses / Goat / Mohawk
5611,Turtle,Female,Rise of the TMNT Amoly,3,Horned Rim Glasses / Mohawk Dark / Elipsa
5612,Turtle,Female,2003 Lymera,6,Black Lipstick / Classic Shades / Dark Hair / Earring / Left Smile / Crown
5613,Turtle,Male,Batman Donatello,4,Messy Hair / Normal Beard Black / Eye Mask / Samurai
5614,Turtle,Male,2003 Donatello,3,Frown / Mohawk Thin / Earring
5616,Turtle,Female,Batman Larota,4,Knitted Cap / Hot Lipstick / Earring / Nebula
5619,Turtle,Female,Og Promo Lymera,4,Tassle Hat / Hot Lipstick / Earring / Cosmic Flux
5620,Turtle,Female,IDW Amoly,3,Blue Eye Shadow / Bandana / Hot Lipstick
5623,Turtle,Female,IDW Talena,5,Orange Side / Blue Eye Shadow / Purple Lipstick / Rose / Witch
5624,Turtle,Male,2021 Leonardo,5,Peak Spike / Earring / Eye Patch / Smile / Purple
5625,Turtle,Male,2012 Donatello,6,Clown Nose / Mustache / Earring / Do-rag / Eye Mask / M Spinner Gold
5626,Turtle,Male,Rise of the TMNT Donatello,3,Normal Beard Black / Wild Hair / Classic Shades
5629,Turtle,Female,2003 Larota,5,Clown Eyes Green / Dark Hair / Purple Lipstick / Earring / Vanta
5631,Turtle,Male,OG Promo Leonardo,2,Clown Nose / Cap Forward
5633,Turtle,Male,OG Promo Donatello,5,Big Shades / Shadow Beard / Top Hat / Bubblegum / M Top Hat Black
5636,Turtle,Female,Batman Amoly,2,Messy Hair / Regular Shades
5637,Turtle,Female,2021 Larota,1,Ranger Yellow
5639,Turtle,Female,Mirage Solina,3,Gold Chain / Wild Hair / Open Mouth Six Teeth
5641,Turtle,Male,1987 Michaelangelo,3,Handlebars / Mohawk Thin / Earring
5642,Turtle,Female,2012 Larota,5,Silver Chain / Blonde Short / Earring / Nerd Glasses / Knitted Cap
5643,Turtle,Male,IDW Leonardo,6,Stringy Hair / Shadow Beard / Smile / Hoodie / Nullcore / Power Surge Cyrospike
5647,Turtle,Male,Rise Of The Tmnt Raphael,5,Bandana / Earring / Nerd Glasses / Goat / Pipe
5649,Turtle,Female,Idw Lymera,5,Black Lipstick / Gold Chain / Blonde Short / Cyborg / Left Smile
5651,Turtle,Male,Rise of the TMNT Raphael,4,Purple Hair / Pipe / Eye Mask / Kfc Bucket Diamond
5652,Turtle,Female,Rise of the TMNT Amoly,2,Tassle Hat / Clown Eyes Green
5653,Turtle,Male,IDW Donatello,7,Front Beard / Mohawk Thin / Earring / Clown Eyes Green / Smile / Dual Green / Power Surge Dreamcoil
5658,Turtle,Male,2021 Raphael,3,Goat / Knitted Cap / Small Shades
5659,Turtle,Male,Batman Leonardo,5,Big Shades / Fedora / Smile / Mole / M Fedora Black
5660,Turtle,Female,Og Promo Selene,4,Eye Patch / Stringy Hair / Open Mouth Six Teeth / Sleepsong Hoodie
5663,Turtle,Male,2003 Leonardo,4,Shadow Beard / Horned Rim Glasses / Mohawk Dark / Cyrith
5665,Turtle,Male,2003 Albrecht,4,Big Shades / Shadow Beard / Vape / Top Hat
5667,Turtle,Female,2021 Amoly,3,Hot Lipstick / Classic Shades / Wild Hair
5669,Turtle,Female,Idw Lymera,4,Clown Eyes Green / Stringy Hair / Yellow Duck / Rainbow
5675,Turtle,Female,Rise Of The Tmnt Solina,5,Mole / Red Mohawk / Gold Chain / Green Eye Shadow / Fluffy Cub Hoodie
5676,Turtle,Male,1987 Albrecht,4,Cap / Big Shades / Mole / Open Mouth Full Teeth
5679,Turtle,Female,2012 Selene,4,Black Lipstick / Pigtails / Regular Shades / Full Smile
5683,Turtle,Male,2012 Filippo,4,Frumpy Hair / Frown / Rainbow / Crown
5688,Turtle,Male,1987 Raphael,4,Cap Forward / Handlebars / Nouns / Left Smile
5693,Turtle,Female,2021 Larota,1,Sailormoon Chibiusa
5694,Turtle,Male,Mirage Leonardo,3,Shadow Beard / Mohawk / Small Shades
5696,Turtle,Male,Mirage Leonardo,4,Eye Mask / Police Cap / Mustache / Twin Katana Gold
5699,Turtle,Male,2021 Filippo,4,Vampire Hair / Cigarette / Normal Beard / 3D Glasses
5702,Turtle,Female,Og Promo Solina,1,Sailormoon Sailor Jupiter
5703,Turtle,Female,2012 Talena,3,Blue Eye Shadow / Mohawk Thin / Hot Lipstick
5704,Turtle,Female,Batman Talena,2,Red Mohawk / Nerd Glasses
5705,Turtle,Male,OG Promo Raphael,3,Cap / Classic Shades / Thanos
5706,Turtle,Male,1987 Raphael,2,Wild Hair / Regular Shades
5708,Turtle,Female,Og Promo Solina,3,Clown Hair Green / Hot Lipstick / Eye Mask
5710,Turtle,Male,2003 Guido,3,Luxurious Beard / Fedora / Classic Shades
5713,Turtle,Female,Mirage Larota,3,Hot Lipstick / Dark Hair / Laser
5714,Turtle,Male,1987 Donatello,3,Front Beard / VR / Cowboy Hat
5718,Turtle,Male,1987 Raphael,5,Clown Eyes Blue / Mustache / Mohawk / Dagger / Sai
5720,Turtle,Male,Rise of the TMNT Leonardo,3,Bandana / Clown Nose / Smile
5722,Turtle,Male,2003 Filippo,1,Venom Black
5723,Turtle,Female,2003 Talena,6,Mole / Hot Lipstick / Earring / Blonde Bob / Witch / Nebula
5725,Turtle,Male,1987 Michaelangelo,6,Normal Beard Black / Hoodie / Earring / Eye Patch / Golden / Blue Saber
5728,Turtle,Female,2012 Jennika,5,Blue Eye Shadow / Frumpy Hair / Rosy Cheeks / Miner / Blood Elf
5729,Turtle,Male,1987 Leonardo,5,Front Beard / Earring / Mohawk / Eye Patch / Purple
5731,Turtle,Female,Batman Lymera,3,Mole / Red Mohawk / Black Lipstick
5733,Turtle,Male,2003 Raphael,1,Grifter Yellow
5734,Turtle,Female,IDW Venus,4,C3FF00 / Mole / Tiara / Green Eye Shadow
5735,Turtle,Male,2012 Ethscript,6,Hoodie / Silver Chain / Earring / Purple Saber / Left Smile / Dual Beam
5737,Turtle,Male,Batman Leonardo,4,Earring / Horned Rim Glasses / Shaved Head / Christmas Stocking
